document_id,ticker,company,form_type,filing_date,source,characters,chunks,source_url
finder_67f0bc2a,67f0bc2a,67f0bc2a,benchmark-evidence,,benchmark-evidence,2926,2,
finder_f65a0b60,f65a0b60,f65a0b60,benchmark-evidence,,benchmark-evidence,520,1,
finder_2cb76baa,2cb76baa,2cb76baa,benchmark-evidence,,benchmark-evidence,1018,1,
finder_729cb7d8,729cb7d8,729cb7d8,benchmark-evidence,,benchmark-evidence,230,1,
finder_6a9fccf8,6a9fccf8,6a9fccf8,benchmark-evidence,,benchmark-evidence,1514,1,
finder_25376eba,25376eba,25376eba,benchmark-evidence,,benchmark-evidence,6425,3,
finder_4f07c87f,4f07c87f,4f07c87f,benchmark-evidence,,benchmark-evidence,2149,1,
finder_723d9f1f,723d9f1f,723d9f1f,benchmark-evidence,,benchmark-evidence,5617,3,
finder_3e8564fd,3e8564fd,3e8564fd,benchmark-evidence,,benchmark-evidence,3002,1,
finder_c4f609a3,c4f609a3,c4f609a3,benchmark-evidence,,benchmark-evidence,12237,7,
finder_6b6494cc,6b6494cc,6b6494cc,benchmark-evidence,,benchmark-evidence,2706,2,
finder_fbd5851d,fbd5851d,fbd5851d,benchmark-evidence,,benchmark-evidence,381,1,
finder_0daaa98a,0daaa98a,0daaa98a,benchmark-evidence,,benchmark-evidence,1173,1,
finder_6d45f35d,6d45f35d,6d45f35d,benchmark-evidence,,benchmark-evidence,2458,2,
finder_5c465dfe,5c465dfe,5c465dfe,benchmark-evidence,,benchmark-evidence,201,1,
finder_6429282a,6429282a,6429282a,benchmark-evidence,,benchmark-evidence,4122,3,
finder_1ed656d8,1ed656d8,1ed656d8,benchmark-evidence,,benchmark-evidence,4274,2,
finder_9ade74a9,9ade74a9,9ade74a9,benchmark-evidence,,benchmark-evidence,556,1,
finder_1f0cf87e,1f0cf87e,1f0cf87e,benchmark-evidence,,benchmark-evidence,1023,1,
finder_2df8b14c,2df8b14c,2df8b14c,benchmark-evidence,,benchmark-evidence,2773,2,
finder_afd8dbbf,afd8dbbf,afd8dbbf,benchmark-evidence,,benchmark-evidence,4198,2,
finder_09843496,09843496,09843496,benchmark-evidence,,benchmark-evidence,1471,1,
finder_71e89cfe,71e89cfe,71e89cfe,benchmark-evidence,,benchmark-evidence,4393,3,
finder_ea4e4ebd,ea4e4ebd,ea4e4ebd,benchmark-evidence,,benchmark-evidence,1125,1,
finder_33d79fd7,33d79fd7,33d79fd7,benchmark-evidence,,benchmark-evidence,1895,1,
finder_a58317d8,a58317d8,a58317d8,benchmark-evidence,,benchmark-evidence,1943,1,
finder_78760134,78760134,78760134,benchmark-evidence,,benchmark-evidence,6770,4,
finder_1477fdef,1477fdef,1477fdef,benchmark-evidence,,benchmark-evidence,2645,2,
finder_7d5871d3,7d5871d3,7d5871d3,benchmark-evidence,,benchmark-evidence,304,1,
finder_ff76317b,ff76317b,ff76317b,benchmark-evidence,,benchmark-evidence,329,1,
finder_8bd2b28b,8bd2b28b,8bd2b28b,benchmark-evidence,,benchmark-evidence,2923,2,
finder_d61150eb,d61150eb,d61150eb,benchmark-evidence,,benchmark-evidence,1698,1,
finder_b5dfef0e,b5dfef0e,b5dfef0e,benchmark-evidence,,benchmark-evidence,759,1,
finder_f919e4a5,f919e4a5,f919e4a5,benchmark-evidence,,benchmark-evidence,1981,1,
finder_17c1ab79,17c1ab79,17c1ab79,benchmark-evidence,,benchmark-evidence,1334,1,
finder_982346ea,982346ea,982346ea,benchmark-evidence,,benchmark-evidence,302,1,
finder_5ecdc65a,5ecdc65a,5ecdc65a,benchmark-evidence,,benchmark-evidence,1140,1,
finder_7c394f3f,7c394f3f,7c394f3f,benchmark-evidence,,benchmark-evidence,4464,2,
finder_ecbe9c65,ecbe9c65,ecbe9c65,benchmark-evidence,,benchmark-evidence,1432,1,
finder_8a9b3bba,8a9b3bba,8a9b3bba,benchmark-evidence,,benchmark-evidence,864,1,
finder_888c461d,888c461d,888c461d,benchmark-evidence,,benchmark-evidence,282,1,
finder_126e5f91,126e5f91,126e5f91,benchmark-evidence,,benchmark-evidence,2127,1,
finder_887f70b2,887f70b2,887f70b2,benchmark-evidence,,benchmark-evidence,1136,1,
finder_0e8bab59,0e8bab59,0e8bab59,benchmark-evidence,,benchmark-evidence,418,1,
finder_8de0237c,8de0237c,8de0237c,benchmark-evidence,,benchmark-evidence,993,1,
finder_c93ba789,c93ba789,c93ba789,benchmark-evidence,,benchmark-evidence,1570,1,
finder_0945b83d,0945b83d,0945b83d,benchmark-evidence,,benchmark-evidence,316,1,
finder_9037344c,9037344c,9037344c,benchmark-evidence,,benchmark-evidence,7544,4,
finder_7522ec13,7522ec13,7522ec13,benchmark-evidence,,benchmark-evidence,2877,2,
finder_4710f3a0,4710f3a0,4710f3a0,benchmark-evidence,,benchmark-evidence,920,1,
finder_65a91897,65a91897,65a91897,benchmark-evidence,,benchmark-evidence,4913,3,
finder_5f7a82e8,5f7a82e8,5f7a82e8,benchmark-evidence,,benchmark-evidence,11613,6,
finder_0f0b0b2e,0f0b0b2e,0f0b0b2e,benchmark-evidence,,benchmark-evidence,17489,9,
finder_767cfdfd,767cfdfd,767cfdfd,benchmark-evidence,,benchmark-evidence,7105,4,
finder_a2392c5e,a2392c5e,a2392c5e,benchmark-evidence,,benchmark-evidence,6371,4,
finder_8fe1fcbf,8fe1fcbf,8fe1fcbf,benchmark-evidence,,benchmark-evidence,1385,1,
finder_f58b0476,f58b0476,f58b0476,benchmark-evidence,,benchmark-evidence,377,1,
finder_9030d6df,9030d6df,9030d6df,benchmark-evidence,,benchmark-evidence,729,1,
finder_a519cc67,a519cc67,a519cc67,benchmark-evidence,,benchmark-evidence,5438,3,
finder_9ca3ead9,9ca3ead9,9ca3ead9,benchmark-evidence,,benchmark-evidence,2045,1,
finder_77ab7f37,77ab7f37,77ab7f37,benchmark-evidence,,benchmark-evidence,14976,8,
finder_3fea228c,3fea228c,3fea228c,benchmark-evidence,,benchmark-evidence,3375,2,
finder_39bd185d,39bd185d,39bd185d,benchmark-evidence,,benchmark-evidence,5233,3,
finder_f0c1c636,f0c1c636,f0c1c636,benchmark-evidence,,benchmark-evidence,1385,1,
finder_f6441df7,f6441df7,f6441df7,benchmark-evidence,,benchmark-evidence,1096,1,
finder_e95ef96c,e95ef96c,e95ef96c,benchmark-evidence,,benchmark-evidence,2415,2,
finder_db445d39,db445d39,db445d39,benchmark-evidence,,benchmark-evidence,1344,1,
finder_f3b308fe,f3b308fe,f3b308fe,benchmark-evidence,,benchmark-evidence,1679,1,
finder_1ea3766e,1ea3766e,1ea3766e,benchmark-evidence,,benchmark-evidence,604,1,
finder_c9c82494,c9c82494,c9c82494,benchmark-evidence,,benchmark-evidence,4669,2,
finder_d484921d,d484921d,d484921d,benchmark-evidence,,benchmark-evidence,959,1,
finder_7b8d3236,7b8d3236,7b8d3236,benchmark-evidence,,benchmark-evidence,5876,3,
finder_e67ea0cc,e67ea0cc,e67ea0cc,benchmark-evidence,,benchmark-evidence,1232,1,
finder_7994ec7e,7994ec7e,7994ec7e,benchmark-evidence,,benchmark-evidence,2678,2,
finder_22235d0d,22235d0d,22235d0d,benchmark-evidence,,benchmark-evidence,1798,1,
finder_e83f65d6,e83f65d6,e83f65d6,benchmark-evidence,,benchmark-evidence,1422,1,
finder_91a4ad56,91a4ad56,91a4ad56,benchmark-evidence,,benchmark-evidence,2372,2,
finder_834527e3,834527e3,834527e3,benchmark-evidence,,benchmark-evidence,1252,1,
finder_19ad81b6,19ad81b6,19ad81b6,benchmark-evidence,,benchmark-evidence,1294,1,
finder_29fa2cd8,29fa2cd8,29fa2cd8,benchmark-evidence,,benchmark-evidence,1724,1,
finder_fa8c727c,fa8c727c,fa8c727c,benchmark-evidence,,benchmark-evidence,10171,5,
finder_188fc1e8,188fc1e8,188fc1e8,benchmark-evidence,,benchmark-evidence,2858,2,
finder_193dd375,193dd375,193dd375,benchmark-evidence,,benchmark-evidence,337,1,
finder_d6b1addc,d6b1addc,d6b1addc,benchmark-evidence,,benchmark-evidence,851,1,
finder_dfa8c4a6,dfa8c4a6,dfa8c4a6,benchmark-evidence,,benchmark-evidence,1255,1,
finder_627c4741,627c4741,627c4741,benchmark-evidence,,benchmark-evidence,1252,1,
finder_4c2769f2,4c2769f2,4c2769f2,benchmark-evidence,,benchmark-evidence,3311,2,
finder_97a49f41,97a49f41,97a49f41,benchmark-evidence,,benchmark-evidence,255,1,
finder_3df10c71,3df10c71,3df10c71,benchmark-evidence,,benchmark-evidence,1934,1,
finder_34e9614d,34e9614d,34e9614d,benchmark-evidence,,benchmark-evidence,155,1,
finder_e1295fea,e1295fea,e1295fea,benchmark-evidence,,benchmark-evidence,1719,1,
finder_5696ca31,5696ca31,5696ca31,benchmark-evidence,,benchmark-evidence,5358,3,
finder_65b9bec9,65b9bec9,65b9bec9,benchmark-evidence,,benchmark-evidence,1321,1,
finder_dc0079f1,dc0079f1,dc0079f1,benchmark-evidence,,benchmark-evidence,2976,2,
finder_b7e0df53,b7e0df53,b7e0df53,benchmark-evidence,,benchmark-evidence,685,1,
finder_42b295b3,42b295b3,42b295b3,benchmark-evidence,,benchmark-evidence,7686,4,
finder_132f99d3,132f99d3,132f99d3,benchmark-evidence,,benchmark-evidence,3757,2,
finder_fc666c4f,fc666c4f,fc666c4f,benchmark-evidence,,benchmark-evidence,1355,1,
finder_82c2fccb,82c2fccb,82c2fccb,benchmark-evidence,,benchmark-evidence,3247,2,
finder_070a12e3,070a12e3,070a12e3,benchmark-evidence,,benchmark-evidence,1058,1,
finder_be3b1c90,be3b1c90,be3b1c90,benchmark-evidence,,benchmark-evidence,743,1,
finder_b3a1f871,b3a1f871,b3a1f871,benchmark-evidence,,benchmark-evidence,1121,1,
finder_3cf1bc8b,3cf1bc8b,3cf1bc8b,benchmark-evidence,,benchmark-evidence,5327,3,
finder_e6bf83fb,e6bf83fb,e6bf83fb,benchmark-evidence,,benchmark-evidence,1077,1,
finder_6ed546b1,6ed546b1,6ed546b1,benchmark-evidence,,benchmark-evidence,3861,2,
finder_fba028a4,fba028a4,fba028a4,benchmark-evidence,,benchmark-evidence,401,1,
finder_40b4e6aa,40b4e6aa,40b4e6aa,benchmark-evidence,,benchmark-evidence,8535,4,
finder_4014ac58,4014ac58,4014ac58,benchmark-evidence,,benchmark-evidence,2256,1,
finder_3d5a35ca,3d5a35ca,3d5a35ca,benchmark-evidence,,benchmark-evidence,836,1,
finder_ccb3f709,ccb3f709,ccb3f709,benchmark-evidence,,benchmark-evidence,4934,3,
finder_4a0dcbce,4a0dcbce,4a0dcbce,benchmark-evidence,,benchmark-evidence,1098,1,
finder_b6021210,b6021210,b6021210,benchmark-evidence,,benchmark-evidence,241,1,
finder_0ff54d8c,0ff54d8c,0ff54d8c,benchmark-evidence,,benchmark-evidence,1191,1,
finder_a2e421e0,a2e421e0,a2e421e0,benchmark-evidence,,benchmark-evidence,4810,2,
finder_4cec520d,4cec520d,4cec520d,benchmark-evidence,,benchmark-evidence,712,1,
finder_806aa87f,806aa87f,806aa87f,benchmark-evidence,,benchmark-evidence,4488,3,
finder_afe2ef0e,afe2ef0e,afe2ef0e,benchmark-evidence,,benchmark-evidence,2973,2,
finder_c37dca0a,c37dca0a,c37dca0a,benchmark-evidence,,benchmark-evidence,1273,1,
finder_fb4be289,fb4be289,fb4be289,benchmark-evidence,,benchmark-evidence,2231,1,
finder_995a7473,995a7473,995a7473,benchmark-evidence,,benchmark-evidence,1738,1,
finder_10a0023f,10a0023f,10a0023f,benchmark-evidence,,benchmark-evidence,2182,1,
finder_661880c1,661880c1,661880c1,benchmark-evidence,,benchmark-evidence,952,1,
finder_a0e7d855,a0e7d855,a0e7d855,benchmark-evidence,,benchmark-evidence,828,1,
finder_bc0f11c7,bc0f11c7,bc0f11c7,benchmark-evidence,,benchmark-evidence,1887,1,
finder_df0aacf7,df0aacf7,df0aacf7,benchmark-evidence,,benchmark-evidence,9154,5,
finder_a4067314,a4067314,a4067314,benchmark-evidence,,benchmark-evidence,4051,2,
finder_7f56c02a,7f56c02a,7f56c02a,benchmark-evidence,,benchmark-evidence,11106,6,
finder_86c2408a,86c2408a,86c2408a,benchmark-evidence,,benchmark-evidence,558,1,
finder_b92dbdfd,b92dbdfd,b92dbdfd,benchmark-evidence,,benchmark-evidence,2390,1,
finder_6025cd03,6025cd03,6025cd03,benchmark-evidence,,benchmark-evidence,9935,5,
finder_001b53d3,001b53d3,001b53d3,benchmark-evidence,,benchmark-evidence,318,1,
finder_9989da23,9989da23,9989da23,benchmark-evidence,,benchmark-evidence,1279,1,
finder_779617bb,779617bb,779617bb,benchmark-evidence,,benchmark-evidence,1228,1,
finder_6cfe7b4e,6cfe7b4e,6cfe7b4e,benchmark-evidence,,benchmark-evidence,571,1,
finder_e9b27e0a,e9b27e0a,e9b27e0a,benchmark-evidence,,benchmark-evidence,1038,1,
finder_6a26c7e7,6a26c7e7,6a26c7e7,benchmark-evidence,,benchmark-evidence,5152,3,
finder_1a99282a,1a99282a,1a99282a,benchmark-evidence,,benchmark-evidence,2251,1,
finder_90e8944d,90e8944d,90e8944d,benchmark-evidence,,benchmark-evidence,209,1,
finder_5cce4406,5cce4406,5cce4406,benchmark-evidence,,benchmark-evidence,461,1,
finder_3f496367,3f496367,3f496367,benchmark-evidence,,benchmark-evidence,10045,5,
finder_c625ca54,c625ca54,c625ca54,benchmark-evidence,,benchmark-evidence,3211,2,
finder_e3aff27a,e3aff27a,e3aff27a,benchmark-evidence,,benchmark-evidence,2173,1,
finder_70754222,70754222,70754222,benchmark-evidence,,benchmark-evidence,1675,1,
finder_ff2cf386,ff2cf386,ff2cf386,benchmark-evidence,,benchmark-evidence,2435,2,
finder_09aaa84a,09aaa84a,09aaa84a,benchmark-evidence,,benchmark-evidence,660,1,
finder_f0403afb,f0403afb,f0403afb,benchmark-evidence,,benchmark-evidence,675,1,
finder_41dc000e,41dc000e,41dc000e,benchmark-evidence,,benchmark-evidence,6437,3,
finder_7bd7681d,7bd7681d,7bd7681d,benchmark-evidence,,benchmark-evidence,1241,1,
finder_748aaa96,748aaa96,748aaa96,benchmark-evidence,,benchmark-evidence,13434,7,
finder_e6d310ef,e6d310ef,e6d310ef,benchmark-evidence,,benchmark-evidence,726,1,
finder_fee5d856,fee5d856,fee5d856,benchmark-evidence,,benchmark-evidence,7499,4,
finder_d012e8f4,d012e8f4,d012e8f4,benchmark-evidence,,benchmark-evidence,846,1,
finder_c62a56e9,c62a56e9,c62a56e9,benchmark-evidence,,benchmark-evidence,3989,2,
finder_f57863a9,f57863a9,f57863a9,benchmark-evidence,,benchmark-evidence,653,1,
finder_22ad7156,22ad7156,22ad7156,benchmark-evidence,,benchmark-evidence,933,1,
finder_936cb456,936cb456,936cb456,benchmark-evidence,,benchmark-evidence,490,1,
finder_58492998,58492998,58492998,benchmark-evidence,,benchmark-evidence,1764,1,
finder_e503b8f9,e503b8f9,e503b8f9,benchmark-evidence,,benchmark-evidence,5946,3,
finder_c98479f4,c98479f4,c98479f4,benchmark-evidence,,benchmark-evidence,3363,2,
finder_1fe55322,1fe55322,1fe55322,benchmark-evidence,,benchmark-evidence,815,1,
finder_5c2db553,5c2db553,5c2db553,benchmark-evidence,,benchmark-evidence,982,1,
finder_7a46ac1e,7a46ac1e,7a46ac1e,benchmark-evidence,,benchmark-evidence,2206,1,
finder_1e357e30,1e357e30,1e357e30,benchmark-evidence,,benchmark-evidence,933,1,
finder_1d3a4ef3,1d3a4ef3,1d3a4ef3,benchmark-evidence,,benchmark-evidence,2274,2,
finder_4192b744,4192b744,4192b744,benchmark-evidence,,benchmark-evidence,298,1,
finder_930e5815,930e5815,930e5815,benchmark-evidence,,benchmark-evidence,1167,1,
finder_a63667a3,a63667a3,a63667a3,benchmark-evidence,,benchmark-evidence,326,1,
finder_a3f75c4c,a3f75c4c,a3f75c4c,benchmark-evidence,,benchmark-evidence,2211,1,
finder_9cb6b73f,9cb6b73f,9cb6b73f,benchmark-evidence,,benchmark-evidence,5124,3,
finder_55cade30,55cade30,55cade30,benchmark-evidence,,benchmark-evidence,1616,1,
finder_33d671d5,33d671d5,33d671d5,benchmark-evidence,,benchmark-evidence,1972,1,
finder_5eb93509,5eb93509,5eb93509,benchmark-evidence,,benchmark-evidence,809,1,
finder_e0994e1e,e0994e1e,e0994e1e,benchmark-evidence,,benchmark-evidence,1501,1,
finder_0ac81b90,0ac81b90,0ac81b90,benchmark-evidence,,benchmark-evidence,438,1,
finder_1d22646f,1d22646f,1d22646f,benchmark-evidence,,benchmark-evidence,561,1,
finder_fb93a531,fb93a531,fb93a531,benchmark-evidence,,benchmark-evidence,3807,2,
finder_1cd23310,1cd23310,1cd23310,benchmark-evidence,,benchmark-evidence,1450,1,
finder_e3c466db,e3c466db,e3c466db,benchmark-evidence,,benchmark-evidence,674,1,
finder_c73568ff,c73568ff,c73568ff,benchmark-evidence,,benchmark-evidence,895,1,
finder_5aeb00ec,5aeb00ec,5aeb00ec,benchmark-evidence,,benchmark-evidence,7500,4,
finder_2344e0e3,2344e0e3,2344e0e3,benchmark-evidence,,benchmark-evidence,1156,1,
finder_95e0c90f,95e0c90f,95e0c90f,benchmark-evidence,,benchmark-evidence,470,1,
finder_4dcd4028,4dcd4028,4dcd4028,benchmark-evidence,,benchmark-evidence,2059,1,
finder_fe5021b9,fe5021b9,fe5021b9,benchmark-evidence,,benchmark-evidence,9277,5,
finder_4d85b4dc,4d85b4dc,4d85b4dc,benchmark-evidence,,benchmark-evidence,3403,2,
finder_96562cc9,96562cc9,96562cc9,benchmark-evidence,,benchmark-evidence,554,1,
finder_d0b1682a,d0b1682a,d0b1682a,benchmark-evidence,,benchmark-evidence,1359,1,
finder_115003b5,115003b5,115003b5,benchmark-evidence,,benchmark-evidence,1802,1,
finder_84285353,84285353,84285353,benchmark-evidence,,benchmark-evidence,818,1,
finder_c49b410a,c49b410a,c49b410a,benchmark-evidence,,benchmark-evidence,647,1,
finder_7875b96b,7875b96b,7875b96b,benchmark-evidence,,benchmark-evidence,4725,2,
finder_cf0fe0e5,cf0fe0e5,cf0fe0e5,benchmark-evidence,,benchmark-evidence,786,1,
finder_e8382a50,e8382a50,e8382a50,benchmark-evidence,,benchmark-evidence,6003,3,
finder_2af10bc3,2af10bc3,2af10bc3,benchmark-evidence,,benchmark-evidence,940,1,
finder_d8b96be0,d8b96be0,d8b96be0,benchmark-evidence,,benchmark-evidence,1142,1,
finder_a7a86164,a7a86164,a7a86164,benchmark-evidence,,benchmark-evidence,2175,1,
finder_18c29fe0,18c29fe0,18c29fe0,benchmark-evidence,,benchmark-evidence,3449,2,
finder_04d4db4c,04d4db4c,04d4db4c,benchmark-evidence,,benchmark-evidence,3451,2,
finder_19da35fd,19da35fd,19da35fd,benchmark-evidence,,benchmark-evidence,2130,1,
finder_a5fcfe73,a5fcfe73,a5fcfe73,benchmark-evidence,,benchmark-evidence,482,1,
finder_fa910f4f,fa910f4f,fa910f4f,benchmark-evidence,,benchmark-evidence,1383,1,
finder_2aab6ad3,2aab6ad3,2aab6ad3,benchmark-evidence,,benchmark-evidence,8477,4,
finder_879fff9f,879fff9f,879fff9f,benchmark-evidence,,benchmark-evidence,2489,1,
finder_4b7eb5ed,4b7eb5ed,4b7eb5ed,benchmark-evidence,,benchmark-evidence,1041,1,
finder_e4a78419,e4a78419,e4a78419,benchmark-evidence,,benchmark-evidence,636,1,
finder_6a12b142,6a12b142,6a12b142,benchmark-evidence,,benchmark-evidence,12170,6,
finder_315642bb,315642bb,315642bb,benchmark-evidence,,benchmark-evidence,862,1,
finder_cf11a6d6,cf11a6d6,cf11a6d6,benchmark-evidence,,benchmark-evidence,3364,2,
finder_6973b211,6973b211,6973b211,benchmark-evidence,,benchmark-evidence,968,1,
finder_b3d0a81b,b3d0a81b,b3d0a81b,benchmark-evidence,,benchmark-evidence,1877,1,
finder_1212a36a,1212a36a,1212a36a,benchmark-evidence,,benchmark-evidence,1435,1,
finder_a72b30bc,a72b30bc,a72b30bc,benchmark-evidence,,benchmark-evidence,1592,1,
finder_22c697ef,22c697ef,22c697ef,benchmark-evidence,,benchmark-evidence,12863,6,
finder_409e7c7d,409e7c7d,409e7c7d,benchmark-evidence,,benchmark-evidence,4258,2,
finder_759031cf,759031cf,759031cf,benchmark-evidence,,benchmark-evidence,11420,6,
finder_8bd49cf8,8bd49cf8,8bd49cf8,benchmark-evidence,,benchmark-evidence,966,1,
finder_3f45fc5a,3f45fc5a,3f45fc5a,benchmark-evidence,,benchmark-evidence,3104,2,
finder_91a5521c,91a5521c,91a5521c,benchmark-evidence,,benchmark-evidence,2855,2,
finder_782c2953,782c2953,782c2953,benchmark-evidence,,benchmark-evidence,2855,2,
finder_ec5bdb1c,ec5bdb1c,ec5bdb1c,benchmark-evidence,,benchmark-evidence,1885,1,
finder_e53e0b53,e53e0b53,e53e0b53,benchmark-evidence,,benchmark-evidence,1081,1,
finder_ac71f603,ac71f603,ac71f603,benchmark-evidence,,benchmark-evidence,739,1,
finder_cafe8928,cafe8928,cafe8928,benchmark-evidence,,benchmark-evidence,3579,2,
finder_e90d475d,e90d475d,e90d475d,benchmark-evidence,,benchmark-evidence,8014,4,
finder_bd520c2a,bd520c2a,bd520c2a,benchmark-evidence,,benchmark-evidence,1267,1,
finder_1e92c787,1e92c787,1e92c787,benchmark-evidence,,benchmark-evidence,6936,4,
finder_c7c9a9f3,c7c9a9f3,c7c9a9f3,benchmark-evidence,,benchmark-evidence,287,1,
finder_ea10b9f8,ea10b9f8,ea10b9f8,benchmark-evidence,,benchmark-evidence,7895,4,
finder_1621e500,1621e500,1621e500,benchmark-evidence,,benchmark-evidence,3164,2,
finder_6d9768ff,6d9768ff,6d9768ff,benchmark-evidence,,benchmark-evidence,176,1,
finder_ef742903,ef742903,ef742903,benchmark-evidence,,benchmark-evidence,1370,1,
finder_f6fe7643,f6fe7643,f6fe7643,benchmark-evidence,,benchmark-evidence,1099,1,
finder_af3450d6,af3450d6,af3450d6,benchmark-evidence,,benchmark-evidence,383,1,
finder_6aaad9da,6aaad9da,6aaad9da,benchmark-evidence,,benchmark-evidence,884,1,
finder_0fc7a24d,0fc7a24d,0fc7a24d,benchmark-evidence,,benchmark-evidence,5403,3,
finder_9110583d,9110583d,9110583d,benchmark-evidence,,benchmark-evidence,1769,1,
finder_4619f55f,4619f55f,4619f55f,benchmark-evidence,,benchmark-evidence,6883,4,
finder_3e3b9fed,3e3b9fed,3e3b9fed,benchmark-evidence,,benchmark-evidence,1138,1,
finder_e825994d,e825994d,e825994d,benchmark-evidence,,benchmark-evidence,2907,2,
finder_4b29d8a3,4b29d8a3,4b29d8a3,benchmark-evidence,,benchmark-evidence,1300,1,
finder_eebf1559,eebf1559,eebf1559,benchmark-evidence,,benchmark-evidence,341,1,
finder_fc725ce9,fc725ce9,fc725ce9,benchmark-evidence,,benchmark-evidence,1822,1,
finder_a7379ea7,a7379ea7,a7379ea7,benchmark-evidence,,benchmark-evidence,1884,1,
finder_c82058ba,c82058ba,c82058ba,benchmark-evidence,,benchmark-evidence,835,1,
finder_4ebcf931,4ebcf931,4ebcf931,benchmark-evidence,,benchmark-evidence,2029,1,
finder_0bb56f71,0bb56f71,0bb56f71,benchmark-evidence,,benchmark-evidence,8776,4,
finder_0c35338d,0c35338d,0c35338d,benchmark-evidence,,benchmark-evidence,834,1,
finder_0d021da5,0d021da5,0d021da5,benchmark-evidence,,benchmark-evidence,3415,2,
finder_93231307,93231307,93231307,benchmark-evidence,,benchmark-evidence,925,1,
finder_98e1ac08,98e1ac08,98e1ac08,benchmark-evidence,,benchmark-evidence,1146,1,
finder_e5cf3a2c,e5cf3a2c,e5cf3a2c,benchmark-evidence,,benchmark-evidence,665,1,
finder_509a9a1e,509a9a1e,509a9a1e,benchmark-evidence,,benchmark-evidence,2605,1,
finder_e1ca8bde,e1ca8bde,e1ca8bde,benchmark-evidence,,benchmark-evidence,241,1,
finder_6fc6d617,6fc6d617,6fc6d617,benchmark-evidence,,benchmark-evidence,1449,1,
finder_5fe8bbb2,5fe8bbb2,5fe8bbb2,benchmark-evidence,,benchmark-evidence,269,1,
finder_e5bcff1f,e5bcff1f,e5bcff1f,benchmark-evidence,,benchmark-evidence,1531,1,
finder_cba6c2fc,cba6c2fc,cba6c2fc,benchmark-evidence,,benchmark-evidence,5765,3,
finder_78cf4e29,78cf4e29,78cf4e29,benchmark-evidence,,benchmark-evidence,1657,1,
finder_ad1609f4,ad1609f4,ad1609f4,benchmark-evidence,,benchmark-evidence,1162,1,
finder_a901a182,a901a182,a901a182,benchmark-evidence,,benchmark-evidence,813,1,
finder_f56cac42,f56cac42,f56cac42,benchmark-evidence,,benchmark-evidence,14131,7,
finder_a3403e5b,a3403e5b,a3403e5b,benchmark-evidence,,benchmark-evidence,3579,2,
finder_a37ba6e5,a37ba6e5,a37ba6e5,benchmark-evidence,,benchmark-evidence,1081,1,
finder_496c3b3c,496c3b3c,496c3b3c,benchmark-evidence,,benchmark-evidence,1524,1,
finder_6f4fa24b,6f4fa24b,6f4fa24b,benchmark-evidence,,benchmark-evidence,978,1,
finder_5826eadc,5826eadc,5826eadc,benchmark-evidence,,benchmark-evidence,623,1,
finder_72172ee3,72172ee3,72172ee3,benchmark-evidence,,benchmark-evidence,1216,1,
finder_627f4344,627f4344,627f4344,benchmark-evidence,,benchmark-evidence,8270,4,
finder_8b15da91,8b15da91,8b15da91,benchmark-evidence,,benchmark-evidence,5707,3,
finder_d2be826a,d2be826a,d2be826a,benchmark-evidence,,benchmark-evidence,19365,10,
finder_760db9cb,760db9cb,760db9cb,benchmark-evidence,,benchmark-evidence,4249,2,
finder_487e367c,487e367c,487e367c,benchmark-evidence,,benchmark-evidence,3850,2,
finder_77f398d5,77f398d5,77f398d5,benchmark-evidence,,benchmark-evidence,2892,2,
finder_c2ee2ce8,c2ee2ce8,c2ee2ce8,benchmark-evidence,,benchmark-evidence,2800,2,
finder_f244030e,f244030e,f244030e,benchmark-evidence,,benchmark-evidence,379,1,
finder_28aab825,28aab825,28aab825,benchmark-evidence,,benchmark-evidence,1069,1,
finder_ad3f06e1,ad3f06e1,ad3f06e1,benchmark-evidence,,benchmark-evidence,2656,2,
finder_bab36ddc,bab36ddc,bab36ddc,benchmark-evidence,,benchmark-evidence,7397,4,
finder_c09ffcb8,c09ffcb8,c09ffcb8,benchmark-evidence,,benchmark-evidence,1062,1,
finder_fd9f2121,fd9f2121,fd9f2121,benchmark-evidence,,benchmark-evidence,3656,2,
finder_ff401706,ff401706,ff401706,benchmark-evidence,,benchmark-evidence,601,1,
finder_9bc074c5,9bc074c5,9bc074c5,benchmark-evidence,,benchmark-evidence,5103,3,
finder_5e037385,5e037385,5e037385,benchmark-evidence,,benchmark-evidence,1029,1,
finder_16b2ad8d,16b2ad8d,16b2ad8d,benchmark-evidence,,benchmark-evidence,1081,1,
finder_75c810e8,75c810e8,75c810e8,benchmark-evidence,,benchmark-evidence,1892,1,
finder_a8db7706,a8db7706,a8db7706,benchmark-evidence,,benchmark-evidence,1570,1,
finder_abbcca98,abbcca98,abbcca98,benchmark-evidence,,benchmark-evidence,773,1,
finder_f5ba6018,f5ba6018,f5ba6018,benchmark-evidence,,benchmark-evidence,357,1,
finder_37b76f4a,37b76f4a,37b76f4a,benchmark-evidence,,benchmark-evidence,9256,5,
finder_c9161d0c,c9161d0c,c9161d0c,benchmark-evidence,,benchmark-evidence,7034,4,
finder_deab856c,deab856c,deab856c,benchmark-evidence,,benchmark-evidence,3174,2,
finder_04e09aec,04e09aec,04e09aec,benchmark-evidence,,benchmark-evidence,1057,1,
finder_49d877bd,49d877bd,49d877bd,benchmark-evidence,,benchmark-evidence,4002,2,
